BRAND_ID,USER_ID,TOTAL_INTERACTIONS
131,31392,27
131,33891,4
131,33122,7
131,23472,2
131,34452,3
131,21682,5
131,24524,3
131,33832,4
131,26426,1
131,18874,5
131,34574,4
131,35155,13
131,119,2
131,32574,1
131,19537,3
131,25787,1
131,35294,13
131,3639,1
131,35283,5
131,34647,3
131,27229,5
131,4088,6
131,23130,10
131,35525,3
131,34451,2
131,32710,2
131,22432,1
131,26463,5
131,34436,3
131,35898,6
131,35703,1
131,35090,3
131,35428,13
131,35880,13
131,27369,1
131,35780,2
131,36110,6
131,35710,6
131,34587,2
131,21972,2
131,35795,1
131,35806,3
131,16315,8
131,35708,1
131,27165,3
131,8664,2
131,108,4
131,34568,4
131,26543,2
131,32043,4
131,35437,1
131,26013,2
131,17809,2
131,36616,2
131,16792,11
131,36645,1
131,36322,33
131,22237,1
131,2848,2
131,35925,1
131,23270,1
131,35786,2
131,31766,8
131,23296,2
131,35911,21
131,35403,9
131,35041,1
131,16085,1
131,21282,3
131,35801,1
131,34300,6
131,1210,1
131,23148,3
131,33338,2
131,34210,1
131,26185,3
131,37039,26
131,7937,4
131,31494,5
131,37254,1
131,26189,3
131,36392,1
131,24134,188
131,36563,2
131,2108,2
131,31178,5
131,32448,4
131,31737,5
131,26316,20
131,37351,2
131,35105,1
131,25798,1
131,34305,5
131,33005,1
131,18871,1
131,34170,1
131,6437,1
131,37464,1
131,34346,16
131,37476,28
131,37695,1
131,33211,2
131,33138,1
131,35969,1
131,32791,2
131,14749,1
131,32174,1
131,26723,1
131,37366,1
131,1755,3
131,35941,1
131,37619,1
131,25512,1
131,1966,1
131,38375,1
131,35840,2
131,16410,1
131,38378,1
131,38415,13
131,8329,3
131,38454,5
131,37725,2
131,8179,4
131,37671,2
131,38314,3
131,36440,5
131,25376,2
131,37298,4
131,35390,5
131,31546,1
131,35842,6
131,30982,1
131,26260,3
131,37778,1
131,37296,1
131,38363,1
131,37658,2
131,37441,3
131,37529,3
131,38174,1
131,38654,1
131,37220,2
131,38746,1
131,38915,3
131,16929,1
131,38561,6
131,34306,1
131,34065,3
131,38678,3
131,39100,2
131,39058,1
131,36613,7
131,38606,9
131,21197,1
131,26539,1
131,1682,1
131,24108,1
131,5039,1
131,39484,2
131,38585,3
131,24297,5
131,33406,1
131,17226,2
131,39667,2
131,38325,4
131,39744,3
131,37574,7
131,37239,1
131,3508,14
131,3435,1
131,18498,17
131,34506,6
131,13555,8
131,26925,2
131,39792,13
131,21241,1
131,39189,3
131,39249,1
131,3499,3
131,37089,2
131,39577,1
131,39136,1
131,40020,1
131,37820,7
131,37989,1
131,38709,6
131,15161,2
131,35375,4
131,38575,4
131,613,2
131,40341,22
131,25371,2
131,40508,4
131,24571,2
131,28019,2
131,36614,2
131,39881,1
131,25033,1
131,24791,3
131,36200,1
131,37144,2
131,40601,2
131,261,1
131,40307,1
131,34382,10
131,32748,1
131,33801,1
131,26678,1
131,80,2
131,39341,6
131,40672,1
131,38883,4
131,38129,1
131,36919,8
131,39365,1
131,41112,1
131,38757,13
131,27186,5
131,31714,7
131,38409,1
131,41149,5
131,3538,1
131,26284,4
131,33396,7
131,40885,2
131,40439,8
131,41022,1
131,41293,1
131,14703,2
131,19146,1
131,38859,3
131,18987,1
131,13272,1
131,11591,1
131,19728,1
131,22845,1
131,22712,1
131,33391,2
131,38281,2
131,7895,1
131,40470,1
131,140,7
131,40573,2
131,40580,1
131,39675,1
131,21185,1
131,39073,4
131,40855,1
131,41318,1
131,34967,1
131,41466,1
131,24240,2
131,39181,2
131,40631,1
131,26394,1
131,41512,2
131,38658,1
131,41816,3
131,31253,2
131,26321,3
131,1002,1
131,41860,14
131,42312,1
131,41035,11
131,42493,16
131,14231,1
131,40607,2
131,41530,1
131,26422,1
131,31713,3
131,18028,1
131,25621,1
131,32591,1
131,39559,3
131,35542,2
131,40476,3
131,42117,4
131,38873,3
131,39549,8
131,1799,1
131,41535,2
131,38037,1
131,40402,19
131,34207,1
131,37206,1
131,43383,5
131,43081,30
131,41488,2
131,43201,1
131,40764,30
131,40778,6
131,94,5
131,42201,2
131,43478,1
131,39002,2
131,41330,6
131,41786,1
131,27302,1
131,43920,2
131,20594,7
131,41902,6
131,24033,1
131,44140,1
131,25386,6
131,40595,1
131,44176,1
131,42763,40
131,40954,4
131,26377,1
131,44214,16
131,44426,9
131,35600,98
131,43789,1
131,1070,1
131,44721,3
131,41143,2
131,44297,4
131,45058,2
131,16014,1
131,44559,1
131,20081,1
131,32556,1
131,22417,3
131,40944,3
131,37111,1
131,40684,1
131,43041,1
131,24074,8
131,41893,4
131,15991,1
131,31726,1
131,36088,1
131,43692,3
131,38397,4
131,44215,1
131,44477,2
131,45829,1
131,45259,3
131,44638,2
131,25050,1
131,45485,9
131,45092,1
131,26685,1
131,41064,2
131,45616,1
131,46172,2
131,34066,1
131,4207,1
131,14831,1
131,31835,5
131,41148,1
131,42601,66
131,43107,4
131,41051,4
131,46428,28
131,46687,1
131,46437,1
131,40517,3
131,43536,4
131,45779,2
131,44481,5
131,37736,1
131,45919,2
131,36086,4
131,44623,1
131,38925,1
131,47131,1
131,9523,12
131,40468,3
131,47317,3
131,17101,6
131,44325,1
131,43342,2
131,45816,3
131,47567,1
131,47938,1
131,47804,1
131,25089,2
131,47947,3
131,48381,4
131,38020,2
131,47631,5
131,26856,5
131,18201,2
131,45382,1
131,48533,4
131,48704,1
131,33127,1
131,43239,3
131,20800,1
131,47666,1
131,45260,1
131,44589,2
131,44726,1
131,24574,3
131,43923,2
131,48529,2
131,13933,1
131,49323,15
131,47530,4
131,48347,4
131,49449,1
131,32017,2
131,49000,5
131,49569,4
131,41522,2
131,48100,18
131,48707,1
131,21861,1
131,49438,8
131,48170,1
131,48562,2
131,49844,1
131,50117,1
131,48332,6
131,46270,2
131,46646,7
131,31313,1
131,49900,2
131,47902,2
131,32729,1
131,20574,7
131,43932,4
131,50546,3
131,49970,1
131,38562,1
131,4220,1
131,46401,1
131,16658,1
131,42845,1
131,50763,1
131,49432,2
131,40479,1
131,39261,1
131,17662,1
131,40042,1
131,34996,2
131,41817,1
131,46903,1
131,50210,1
131,44879,1
131,40519,1
131,19036,1
131,48510,1
131,23724,2
131,43594,1
131,48280,1
131,6097,1
131,43402,3
131,47020,4
131,4097,2
131,40647,1
131,51323,1
131,51613,1
131,44218,3
131,51944,1
131,26484,1
131,44535,1
131,25624,1
131,26222,1
131,50926,1
131,46845,1
131,11821,6
131,52357,1
131,51456,1
131,54096,2
131,46897,1
131,54251,1
131,45119,1
131,52300,1
131,1464,1
131,52632,1
131,41505,15
131,41167,1
131,7847,1
131,56212,1
131,2869,1
490,10057,12
490,2150,3
490,9523,27
490,8241,8
490,7751,17
490,2674,1
490,8199,2
490,8661,4
490,10295,7
490,6031,3
490,3145,76
490,9915,48
490,4269,1
490,2258,6
490,8119,1
490,9615,3
490,7675,42
490,12007,22
490,3415,1
490,1800,25
490,8921,16
490,14209,1
490,1573,8
490,11307,4
490,13428,4
490,5755,2
490,13773,1
490,2148,1
490,5251,16
490,5963,17
490,11383,12
490,1625,3
490,9985,1
490,13879,12
490,10509,1
490,1279,2
490,8791,68
490,6557,40
490,114,56
490,11299,12
490,6151,7
490,5509,11
490,6261,55
490,1478,6
490,5895,11
490,10905,26
490,8305,3
490,10725,1
490,10151,12
490,8327,10
490,14655,1
490,8219,9
490,5689,67
490,13985,37
490,9843,2
490,1098,2
490,3745,4
490,2929,5
490,12261,40
490,8811,9
490,14195,7
490,14109,6
490,1401,46
490,11692,136
490,14713,9
490,1254,3
490,5771,12
490,5643,39
490,5743,30
490,2632,260
490,13823,40
490,3242,9
490,6827,2
490,10913,2
490,1753,5
490,11193,4
490,14271,7
490,9913,20
490,1982,1
490,11075,18
490,14057,2
490,8395,43
490,5665,13
490,15031,1
490,11093,144
490,52,42
490,9091,10
490,2552,5
490,1733,4
490,227,3
490,8115,4
490,1707,10
490,1482,145
490,1361,30
490,3302,3
490,11293,8
490,1915,20
490,11419,1
490,14779,1
490,13218,198
490,11437,2
490,9637,1
490,9377,19
490,3948,11
490,6239,1
490,8846,10
490,2995,11
490,10857,2
490,3570,12
490,3321,5
490,2009,2
490,6233,1
490,11533,2
490,6247,5
490,15251,3
490,5259,2
490,5537,18
490,8627,5
490,7911,6
490,108,24
490,5365,3
490,8451,7
490,9221,3
490,11908,3
490,8614,4
490,9113,1
490,1265,1
490,253,52
490,5205,27
490,14235,15
490,3801,6
490,3579,32
490,11992,56
490,1193,13
490,3383,4
490,578,35
490,11063,9
490,15296,7
490,8807,3
490,184,27
490,11881,8
490,1713,2
490,3676,2
490,8361,19
490,641,14
490,15133,4
490,11631,9
490,4074,16
490,14767,4
490,1526,6
490,1443,4
490,11848,1
490,5775,2
490,8063,80
490,13459,5
490,14219,2
490,14251,1
490,7723,96
490,14217,39
490,13667,1
490,14941,3
490,1530,7
490,14653,4
490,9341,1
490,294,19
490,7815,9
490,494,29
490,1940,7
490,1317,9
490,8845,1
490,8585,8
490,15729,2
490,3755,1
490,15238,6
490,2673,6
490,4251,2
490,1679,3
490,2947,2
490,233,9
490,2707,2
490,443,1
490,7873,28
490,3652,245
490,15540,8
490,11619,4
490,1480,9
490,94,24
490,2889,1
490,1541,2
490,8904,7
490,9393,4
490,2868,13
490,9751,1
490,14771,1
490,1354,35
490,2766,23
490,15784,2
490,9105,2
490,15236,7
490,564,23
490,664,1
490,15929,11
490,9021,3
490,14077,6
490,15874,2
490,1336,4
490,268,1
490,2743,1
490,2058,3
490,4841,9
490,10565,1
490,15960,3
490,8634,1
490,7937,17
490,14435,1
490,4803,1
490,15961,5
490,3715,1
490,15502,10
490,15242,1
490,15370,4
490,15911,7
490,1137,42
490,96,2
490,14477,1
490,1682,39
490,6285,5
490,996,4
490,14091,23
490,6437,17
490,2823,1
490,11359,8
490,6029,1
490,650,4
490,15362,9
490,6095,13
490,15505,2
490,15931,2
490,2096,19
490,2921,5
490,9529,4
490,10157,43
490,7879,34
490,16354,1
490,8329,13
490,13035,3
490,10861,24
490,15953,67
490,15799,1
490,14363,23
490,15325,7
490,1654,16
490,2848,7
490,5195,12
490,7055,9
490,2797,21
490,16436,23
490,3831,1
490,15129,14
490,16468,1
490,8892,30
490,16066,9
490,6425,20
490,16475,40
490,16327,6
490,15748,8
490,15801,81
490,9565,2
490,10077,4
490,265,26
490,7649,2
490,14299,64
490,14897,2
490,2956,7
490,16441,11
490,3830,5
490,11087,49
490,16666,13
490,525,15
490,15689,5
490,3712,8
490,9095,64
490,9183,1
490,16276,1
490,16950,1
490,16608,4
490,15735,2
490,10209,1
490,5833,8
490,12204,2
490,16961,5
490,16763,10
490,5257,14
490,10023,2
490,15734,1
490,15826,2
490,9090,54
490,2983,6
490,7915,36
490,1718,2
490,9521,2
490,16844,5
490,15087,4
490,6709,1
490,9385,1
490,16212,2
490,15007,21
490,16854,16
490,10513,6
490,11395,8
490,13989,2
490,17047,2
490,13146,1
490,1767,2
490,4907,5
490,8543,1
490,17114,2
490,2847,11
490,17007,28
490,189,2
490,5837,1
490,13663,1
490,17144,9
490,17191,1
490,11575,4
490,17198,15
490,4999,1
490,15875,3
490,16939,2
490,7559,2
490,261,2
490,2046,4
490,15491,3
490,16165,2
490,17134,21
490,16026,2
490,16792,61
490,16641,3
490,15932,4
490,16579,3
490,17270,2
490,9395,16
490,5417,9
490,15295,1
490,13497,1
490,15989,1
490,6505,2
490,5721,3
490,17348,20
490,11051,8
490,4171,35
490,17391,12
490,8677,2
490,16964,6
490,14347,1
490,12117,2
490,17384,6
490,16422,1
490,16079,1
490,13881,5
490,3499,1
490,17444,9
490,4867,5
490,17258,23
490,15864,5
490,15766,1
490,14335,1
490,12159,7
490,11159,3
490,16618,4
490,17487,10
490,17495,23
490,3538,2
490,4120,32
490,17633,6
490,17552,11
490,3325,1
490,730,5
490,415,5
490,7849,1
490,13371,1
490,8803,2
490,17716,2
490,8905,1
490,1479,1
490,11639,1
490,17693,33
490,17481,9
490,13383,1
490,271,2
490,7499,1
490,11914,2
490,17573,39
490,17944,1
490,18049,9
490,17442,1
490,17386,3
490,6405,1
490,9883,1
490,18041,2
490,17871,8
490,18028,2
490,9577,1
490,17666,23
490,16669,4
490,17979,10
490,18323,1
490,17991,6
490,18161,16
490,4220,86
490,18024,7
490,17867,1
490,18567,2
490,1163,5
490,13759,2
490,5019,1
490,18494,1
490,18635,1
490,17623,2
490,18415,1
490,14027,1
490,18812,10
490,18551,1
490,18730,2
490,8761,1
490,18848,2
490,18217,65
490,6295,50
490,10593,2
490,18887,5
490,18141,13
490,250,4
490,18287,7
490,18890,1
490,436,11
490,18906,4
490,18916,1
490,15757,4
490,17678,11
490,18829,27
490,19111,11
490,15942,1
490,4845,51
490,17350,5
490,18390,2
490,18840,6
490,15918,36
490,18110,112
490,5531,5
490,18825,3
490,9128,1
490,18871,9
490,18226,1
490,16225,1
490,19226,40
490,18652,1
490,9901,2
490,19229,1
490,19701,6
490,8609,66
490,16286,2
490,18565,2
490,18680,16
490,8623,1
490,19651,4
490,14447,33
490,19808,4
490,19799,8
490,9303,19
490,20077,1
490,18256,2
490,9333,4
490,18505,21
490,3373,4
490,20327,2
490,19219,2
490,19760,1
490,18451,10
490,16566,1
490,17671,3
490,17547,6
490,19573,5
490,20695,1
490,16155,106
490,14703,18
490,18793,1
490,18059,7
490,19974,17
490,11295,6
490,140,86
490,21138,21
490,18010,2
490,11403,1
490,20171,1
490,18617,3
490,21072,7
490,10867,13
490,10153,4
490,17993,3
490,19644,11
490,21169,5
490,17628,2
490,13335,2
490,21212,1
490,20879,22
490,19273,2
490,20870,7
490,20746,1
490,21290,1
490,19155,1
490,258,16
490,4503,5
490,18289,3
490,17875,3
490,10689,5
490,16039,1
490,9639,3
490,16252,32
490,18761,8
490,18613,2
490,2611,1
490,19483,16
490,16547,11
490,21569,9
490,20542,1
490,18547,1
490,8273,2
490,1389,1
490,19194,1
490,21668,4
490,21588,1
490,16018,8
490,318,7
490,21673,6
490,21746,10
490,9415,2
490,17842,2
490,20679,3
490,21667,3
490,18112,1
490,5921,1
490,9299,1
490,19617,1
490,1852,3
490,20195,2
490,8731,7
490,20684,2
490,21976,1
490,4781,3
490,20667,1
490,21389,12
490,21241,16
490,20675,9
490,16330,1
490,8189,4
490,18320,1
490,4003,5
490,19750,3
490,18691,1
490,15893,1
490,18879,13
490,16405,12
490,15905,2
490,18655,1
490,17499,3
490,19906,14
490,22578,1
490,18276,18
490,17981,1
490,3639,15
490,11277,1
490,16085,3
490,16317,2
490,22631,1
490,21444,94
490,3508,9
490,4541,7
490,22892,52
490,4088,9
490,21555,1
490,22237,23
490,18596,22
490,9066,8
490,22384,2
490,22641,1
490,21925,2
490,20208,67
490,21283,1
490,22993,1
490,23099,46
490,21414,2
490,21842,1
490,4753,4
490,19165,2
490,22248,1
490,19633,4
490,22481,1
490,1089,6
490,23293,10
490,23302,1
490,23289,14
490,23214,2
490,23430,1
490,23372,1
490,19301,1
490,23446,1
490,23294,26
490,23296,18
490,22376,4
490,9799,5
490,21576,3
490,23576,3
490,23202,1
490,49,2
490,23607,1
490,18679,16
490,23216,1
490,23693,1
490,23176,2
490,13777,37
490,22918,2
490,23722,4
490,22163,7
490,7133,11
490,21944,1
490,9641,21
490,23124,7
490,23299,4
490,23696,37
490,23692,1
490,22921,32
490,23566,24
490,7469,4
490,22981,1
490,19786,1
490,22589,3
490,22244,1
490,24189,2
490,22391,1
490,19983,4
490,23300,5
490,11593,8
490,23024,7
490,23149,12
490,2870,4
490,21270,5
490,24468,70
490,24475,43
490,24069,3
490,18810,2
490,9431,1
490,23770,2
490,21462,1
490,23754,3
490,24058,4
490,24251,30
490,25238,2
490,10429,3
490,23429,129
490,24575,1
490,24808,40
490,22602,2
490,23266,3
490,25108,3
490,20614,4
490,80,5
490,25211,6
490,16173,2
490,24692,20
490,24036,2
490,10631,1
490,19956,8
490,23472,10
490,7007,9
490,21478,20
490,25031,13
490,17133,70
490,16993,1
490,21825,21
490,24999,1
490,24941,38
490,21240,90
490,23740,37
490,23097,97
490,22683,12
490,24137,3
490,17768,1
490,24071,165
490,6885,9
490,22148,3
490,23861,7
490,10741,3
490,23469,2
490,4825,6
490,20375,13
490,21612,6
490,24728,5
490,24386,45
490,23195,3
490,19130,21
490,15935,1
490,15937,44
490,24145,73
490,25376,79
490,19646,9
490,20962,5
490,21781,111
490,25588,2
490,18563,19
490,11968,2
490,19715,6
490,25599,6
490,11111,10
490,25482,1
490,24584,9
490,25598,2
490,19131,11
490,23011,2
490,17809,10
490,25406,1
490,24823,21
490,9317,10
490,25558,6
490,10737,420
490,17851,3
490,22139,1
490,23232,1
490,23259,13
490,21503,2
490,22245,11
490,25010,6
490,16302,152
490,25300,10
490,16158,8
490,21960,2
490,25448,1
490,19183,37
490,23666,12
490,23899,40
490,20394,5
490,17812,105
490,25170,2
490,19659,1
490,16364,1
490,25553,46
490,25791,1
490,15601,5
490,6865,2
490,22252,1
490,25641,3
490,24667,7
490,18365,19
490,25548,5
490,21963,4
490,25071,4
490,8125,1
490,25865,24
490,23575,4
490,25790,1
490,25446,1
490,18402,37
490,25952,1
490,17251,28
490,20532,88
490,24134,79
490,25961,2
490,19834,4
490,3860,2
490,26002,5
490,24979,1
490,19784,1
490,22840,1
490,21572,8
490,25365,15
490,24991,5
490,22361,3
490,24513,3
490,17755,2
490,24252,10
490,11027,112
490,23713,4
490,26042,5
490,18201,63
490,23746,5
490,3811,1
490,23539,8
490,25205,3
490,24466,7
490,22304,36
490,25047,9
490,23767,10
490,15498,3
490,25050,1
490,12408,3
490,11665,1
490,22594,2
490,16129,2
490,23201,4
490,24858,5
490,19537,283
490,8179,1
490,26011,9
490,24294,1
490,26058,44
490,11469,247
490,26284,11
490,21152,2
490,22009,15
490,26250,8
490,26247,15
490,16257,58
490,26033,2
490,24289,17
490,24733,15
490,17470,21
490,15218,5
490,25512,30
490,25828,13
490,25568,5
490,19997,3
490,24855,1
490,22230,4
490,22539,6
490,18033,94
490,24103,12
490,23253,3
490,20510,13
490,6861,1
490,15304,1
490,14133,2
490,26170,3
490,26393,1
490,18557,36
490,26400,11
490,10733,2
490,26414,3
490,26381,3
490,23427,2
490,19275,2
490,25784,2
490,25267,1
490,24035,2
490,18443,5
490,26263,4
490,3762,1
490,25958,8
490,20649,15
490,8153,1
490,25405,11
490,23515,3
490,26266,19
490,10011,2
490,23488,6
490,26494,2
490,26105,1
490,21877,7
490,26475,2
490,25684,6
490,26511,1
490,26456,1
490,18065,12
490,26429,1
490,26413,1
490,24721,8
490,24965,1
490,26411,77
490,24707,7
490,20440,1
490,19413,2
490,25738,1
490,25089,5
490,18525,6
490,13149,4
490,8417,1
490,23236,1
490,25770,1
490,26419,2
490,26398,6
490,19902,5
490,16811,8
490,25382,5
490,7341,7
490,26595,21
490,26319,23
490,23541,1
490,24024,374
490,21735,61
490,25088,1
490,18902,3
490,23672,1
490,21151,8
490,26616,1
490,23695,12
490,26264,1
490,26547,50
490,6083,2
490,26686,1
490,25054,1
490,24712,3
490,2372,2
490,23454,8
490,23181,14
490,21859,3
490,24747,1
490,18983,37
490,18018,21
490,7093,3
490,25987,1
490,25090,6
490,21754,13
490,26759,1
490,26765,33
490,26490,9
490,25798,6
490,25806,10
490,26748,9
490,26723,8
490,22214,3
490,26584,5
490,20680,4
490,23735,2
490,16290,5
490,26563,196
490,26509,3
490,19324,2
490,23910,2
490,26051,20
490,15538,1
490,25896,6
490,26370,9
490,17696,6
490,26476,15
490,1464,2
490,23670,5
490,24358,5
490,18048,5
490,25080,3
490,23675,1
490,26000,2
490,25962,1
490,11583,2
490,22088,6
490,23477,24
490,25158,84
490,20652,1
490,25288,2
490,23307,2
490,26409,10
490,24764,3
490,24423,1
490,21867,3
490,25836,1
490,26357,1
490,15185,1
490,17856,1
490,26911,4
490,22445,3
490,26684,2
490,26785,3
490,19070,4
490,10299,1
490,24166,3
490,25974,1
490,23749,1
490,2108,3
490,27060,59
490,24240,76
490,17087,7
490,26981,1
490,23680,3
490,25454,37
490,23923,9
490,1070,11
490,23711,2
490,27144,5
490,17212,1
490,27163,16
490,8664,9
490,16794,2
490,27209,7
490,27186,14
490,16527,2
490,17357,1
490,26426,1
490,18647,5
490,26478,2
490,27145,8
490,23958,2
490,23476,32
490,26949,6
490,27295,1
490,24643,5
490,17471,16
490,19479,1
490,21067,1
490,25542,2
490,27317,41
490,17570,10
490,26601,1
490,27331,6
490,26754,1
490,26013,3
490,27011,2
490,20371,3
490,20599,21
490,16523,5
490,26567,1
490,27371,1
490,22434,2
490,20931,2
490,19079,15
490,26501,4
490,3506,1
490,24743,15
490,18948,3
490,1210,11
490,24097,3
490,24284,1
490,17797,22
490,26825,3
490,22375,2
