USER_ID,TERRITORY_ID,TYPE_IN_HOUSE,TYPE_FREELANCE,TOTAL_DOWNLOADS,TOTAL_COLLABORATIONS,HAS_FACEBOOK,HAS_TWITTER,HAS_PINTEREST,HAS_INSTAGRAM,USES_AFFILIATES
1420,1,False,True,347,0,False,False,False,False,False
1424,1,False,True,1,0,False,False,False,False,False
1430,1,False,True,2,0,False,False,False,False,False
1434,1,False,True,61,0,False,False,False,False,False
1446,1,False,True,2,0,False,False,False,False,False
1448,1,False,True,6,0,False,False,False,False,False
1452,1,True,True,56,0,False,False,False,False,False
1455,1,False,True,13,0,False,False,False,False,False
1461,1,False,True,438,0,False,False,False,False,False
1462,1,False,True,5,0,False,False,False,False,False
1464,1,False,True,560,1,True,True,True,True,True
1466,1,False,True,272,0,False,False,False,False,False
1469,1,False,True,53,0,False,False,False,False,False
1470,1,True,False,86,0,False,False,False,False,False
1471,1,False,True,10,0,False,False,False,False,False
1476,1,False,True,71,0,False,False,False,False,False
1477,1,False,True,90,0,False,False,False,False,False
1478,1,False,True,515,0,False,False,False,False,False
1479,1,True,False,634,0,False,False,False,False,False
1480,1,True,False,1849,0,False,False,False,False,False
1482,1,False,True,8334,0,False,False,False,False,False
1484,1,False,True,89,0,False,False,False,False,False
1486,1,False,True,2,0,False,False,False,False,False
1492,1,True,False,671,0,False,False,False,False,False
1495,1,False,True,54,0,False,False,False,False,False
1496,1,False,True,10,0,False,False,False,False,False
1515,1,False,True,1,0,False,False,False,False,False
1526,1,False,True,1359,0,False,False,False,False,False
1528,1,False,True,33,0,False,False,False,False,False
1529,1,False,True,1,0,False,False,False,False,False
1530,1,True,False,1081,0,False,False,False,False,False
1533,1,False,True,75,0,False,False,False,False,False
1535,1,False,True,2,0,False,False,False,False,False
1541,1,False,True,188,0,False,False,False,False,False
1544,1,False,True,30,0,False,False,False,False,False
1547,1,False,True,5,0,False,False,False,False,False
1548,1,False,True,2,0,False,False,False,False,False
1560,1,False,True,841,0,False,False,False,False,False
1563,1,False,True,13,0,False,False,False,False,False
1565,1,False,True,1,0,False,False,False,False,False
1566,1,False,True,2,0,False,False,False,False,False
1572,1,False,True,5,0,False,False,False,False,False
1573,1,True,False,2530,0,False,False,False,False,False
1577,1,False,True,1,0,False,False,False,False,False
1580,1,False,True,26,0,False,False,False,False,False
1581,1,False,True,1,0,False,False,False,False,False
1584,1,False,True,97,0,False,False,False,False,False
1585,1,False,True,22,0,False,False,False,False,False
1587,1,False,True,52,0,False,False,False,False,False
1589,1,False,True,3,0,False,False,False,False,False
1590,1,False,True,47,0,False,False,False,False,False
1591,1,False,True,1,0,False,False,False,False,False
